First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G.xG,KeyP,Dist.key,Assts,xA,A.xA,xG.xA,xGperShot,xAperPass,GmxGperShot,AmxAperPass
Kennedy,Igboananike,Kennedy Igboananike,CHI,2015,1889,F,66,22,19.03831861,0.136363636,7,7.928098568,-0.296441219,-0.928098568,21,20.00923142,3,3.033475249,-0.033475249,10.96157382,0.120122706,0.144451202,-0.0140621,-0.001594059
Cristian,Maidana,Cristian Maidana,PHI,2015,2204,A,37,18,23.90041,0.378378378,1,2.708820374,0.2450815,-1.708820374,79,16.51156181,10,8.225919237,1.774080763,10.93473961,0.073211361,0.10412556,-0.046184334,0.022456719
Sebastian,Blanco,Sebastian Blanco,POR,2017,2934,A,86,31,23.66727904,0.127906977,8,6.310766392,0.610772039,1.689233608,57,22.14578264,4,4.562027623,-0.562027623,10.87279402,0.073381005,0.080035572,0.019642251,-0.009860134
Cristian,Techera,Cristian Techera,VAN,2017,2112,A,57,18,23.61439384,0.333333333,6,6.093863408,-0.840361269,-0.093863408,42,14.42161271,4,4.754591705,-0.754591705,10.84845511,0.106909884,0.113204564,-0.001646726,-0.017966469
Will,Bruin,Will Bruin,HOU,2015,2504,F,49,25,16.5936632,0.12244898,11,8.431008303,0.795158174,2.568991697,23,23.01820148,3,2.388993303,0.611006697,10.82000161,0.172061394,0.103869274,0.052428402,0.026565509
Juan,Agudelo,Juan Agudelo,NER,2016,1421,F,52,18,13.34709248,0.153846154,7,8.450499555,-1.100907445,-1.450499555,23,18.89288812,4,2.363498981,1.636501019,10.81399854,0.162509607,0.102760825,-0.027894222,0.071152218
Luis,Silva,Luis Silva,RSL,2017,1863,F,57,18,17.0517816,0.245614035,7,8.149826407,-0.560339323,-1.149826407,27,22.07425165,3,2.632352264,0.367647736,10.78217867,0.142979411,0.097494528,-0.020172393,0.013616583
Patrick,Mullins,Patrick Mullins,"NYC, DCU",2016,1351,F,44,22,15.36425309,0.159090909,8,9.665998075,-0.064383858,-1.665998075,12,21.07615609,3,1.083103935,1.916896065,10.74910201,0.219681774,0.090258661,-0.037863593,0.159741339
Luciano,Acosta,Luciano Acosta,DCU,2017,2519,A,46,24,21.49335411,0.413043478,5,5.341423395,1.673173367,-0.341423395,52,19.64596083,4,5.243873489,-1.243873489,10.58529688,0.1161179,0.100843721,-0.007422248,-0.023920644
Cristian,Roldan,Cristian Roldan,SEA,2017,3106,M,42,16,21.42371772,0.261904762,6,5.022395755,1.55032747,0.977604245,43,20.81427019,2,5.518954086,-3.518954086,10.54134984,0.119580851,0.128347769,0.023276292,-0.081836142
Marco,Urena,Marco Urena,SJE,2017,1812,F,49,24,20.46030728,0.102040816,5,6.687703806,1.436099275,-1.687703806,23,20.28429821,2,3.839993668,-1.839993668,10.52769747,0.136483751,0.166956246,-0.034442935,-0.079999725
Jahmir,Hyka,Jahmir Hyka,SJE,2017,1950,M,45,12,20.71130569,0.2,3,4.993956643,0.076926911,-1.993956643,58,18.99021744,3,5.533152888,-2.533152888,10.52710953,0.110976814,0.095399188,-0.044310148,-0.04367505
Yamil,Asad,Yamil Asad,ATL,2017,2881,A,53,23,22.43130434,0.113207547,7,4.697242001,1.587143428,2.302757999,53,20.41156044,11,5.814886619,5.185113381,10.51212862,0.088627208,0.109714842,0.043448264,0.097832328
Shkelzen,Gashi,Shkelzen Gashi,COL,2016,2182,A,91,35,27.60693513,0.296703297,9,6.01586456,1.904361374,2.98413544,64,17.94980094,3,4.424355155,-1.424355155,10.44021971,0.066108402,0.069130549,0.032792697,-0.022255549
Clint,Dempsey,Clint Dempsey,SEA,2016,1488,A,65,20,18.39791145,0.307692308,8,8.527128048,-0.633458908,-0.527128048,22,22.22482569,1,1.887971313,-0.887971313,10.41509936,0.131186585,0.085816878,-0.008109662,-0.040362332
Matias,Perez Garcia,Matias Perez Garcia,SJE,2015,2093,M,31,14,25.76902696,0.387096774,2,2.104146506,0.865717446,-0.104146506,78,15.3668779,6,8.307457165,-2.307457165,10.41160367,0.067875694,0.106505861,-0.003359565,-0.029582784
Tranquillo,Barnetta,Tranquillo Barnetta,PHI,2016,2435,A,59,28,24.9375463,0.423728814,5,4.444306433,2.293827668,0.555693567,65,15.37487869,4,5.960962361,-1.960962361,10.40526879,0.075327228,0.091707113,0.009418535,-0.030168652
Sebastien,Le Toux,Sebastien Le Toux,"PHI, COL",2016,1952,A,20,8,17.41124404,0.4,3,4.152768298,0.697827316,-1.152768298,48,17.93904223,6,6.150975838,-0.150975838,10.30374414,0.207638415,0.12814533,-0.057638415,-0.00314533
Kevin,Doyle,Kevin Doyle,COL,2016,2292,F,74,15,18.4491107,0.108108108,6,7.320917172,-2.44513377,-1.320917172,38,22.64276673,2,2.946025056,-0.946025056,10.26694223,0.098931313,0.077526975,-0.017850232,-0.024895396
Gerso,Fernandes,Gerso Fernandes,SKC,2017,2362,F,62,25,20.78790348,0.241935484,8,6.741564764,-0.689762653,1.258435236,37,20.91037202,2,3.514664999,-1.514664999,10.25622976,0.108734916,0.094990946,0.020297343,-0.040936892
Haris,Medunjanin,Haris Medunjanin,PHI,2017,3231,M,36,10,30.48452016,0.527777778,2,1.712609128,0.82944668,0.287390872,86,17.23828916,8,8.535560019,-0.535560019,10.24816915,0.047572476,0.099250698,0.00798308,-0.006227442
Miguel,Almiron,Miguel Almiron,ATL,2018,880,A,48,13,21.42841374,0.395833333,6,7.58513656,-1.031827356,-1.58513656,17,14.59652975,5,2.589808719,2.410191281,10.17494528,0.158023678,0.152341689,-0.033023678,0.141775958
Lucas,Melano,Lucas Melano,POR,2016,2387,A,43,14,18.38043359,0.255813953,3,5.720407326,-1.386013844,-2.720407326,35,21.61623092,5,4.393027494,0.606972506,10.11343482,0.133032729,0.125515071,-0.063265287,0.017342072
Michael,Bradley,Michael Bradley,TOR,2015,2369,M,57,17,25.26398724,0.263157895,5,4.653949236,0.346297671,0.346050764,49,19.98539498,3,5.444615029,-2.444615029,10.09856426,0.081648232,0.111114592,0.006071066,-0.049890103
Fabian,Espindola,Fabian Espindola,DCU,2015,1413,F,45,17,23.52751138,0.288888889,5,5.548186573,-0.149635021,-0.548186573,38,14.94814462,7,4.497693463,2.502306537,10.04588004,0.123293035,0.118360354,-0.012181924,0.065850172
C.J.,Sapong,C.J. Sapong,PHI,2015,2008,F,44,21,15.41328728,0.068181818,9,7.675719418,1.83691283,1.324280582,28,20.96389435,3,2.362064905,0.637935095,10.03778432,0.174448169,0.084359461,0.030097286,0.022783396
Kelyn,Rowe,Kelyn Rowe,NER,2015,2038,A,51,24,20.66958333,0.235294118,7,6.167583987,1.248352984,0.832416013,27,17.47010211,6,3.81492178,2.18507822,9.982505766,0.120933019,0.141293399,0.016321883,0.080928823
Darlington,Nagbe,Darlington Nagbe,POR,2015,2960,A,50,16,26.20870636,0.28,5,3.521388658,-0.729145474,1.478611342,67,20.23645211,4,6.314374266,-2.314374266,9.835762924,0.070427773,0.094244392,0.029572227,-0.034542899
Luis,Solignac,Luis Solignac,CHI,2017,2259,A,45,15,16.61253188,0.2,7,6.302785547,0.560311739,0.697214453,27,20.49888697,4,3.514932834,0.485067166,9.817718381,0.140061901,0.130182698,0.015493655,0.017965451
Federico,Higuain,Federico Higuain,CLB,2016,1670,A,45,13,22.40120494,0.355555556,4,4.345303171,-1.581886642,-0.345303171,50,18.19787522,2,5.442939517,-3.442939517,9.788242688,0.096562293,0.10885879,-0.007673404,-0.06885879
Yura,Movsisyan,Yura Movsisyan,RSL,2017,1514,F,45,18,14.961613,0.222222222,7,7.646832345,0.077825296,-0.646832345,15,19.33271694,0,2.131244883,-2.131244883,9.778077228,0.169929608,0.142082992,-0.014374052,-0.142082992
Romell,Quioto,Romell Quioto,HOU,2017,1357,F,45,15,20.24542172,0.288888889,7,5.813758991,-0.042059205,1.186241009,19,14.48780405,3,3.962375335,-0.962375335,9.776134326,0.129194644,0.20854607,0.026360911,-0.050651333
Lloyd,Sam,Lloyd Sam,"NYRB, DCU",2016,2086,A,32,6,18.58045854,0.125,4,3.749939829,-1.234809061,0.250060171,50,14.10906725,6,5.844281089,0.155718911,9.594220918,0.11718562,0.116885622,0.00781438,0.003114378
Luciano,Acosta,Luciano Acosta,DCU,2016,2186,A,48,14,23.18737669,0.3125,3,3.75287285,-0.96374514,-0.75287285,48,20.01929593,8,5.804697195,2.195302805,9.557570045,0.078184851,0.120931192,-0.015684851,0.045735475
Jozy,Altidore,Jozy Altidore,TOR,2015,1875,F,37,18,15.5286129,0.216216216,13,7.622831486,3.227875676,5.377168514,23,24.38877896,0,1.884152927,-1.884152927,9.506984413,0.206022473,0.081919692,0.145328879,-0.081919692
Pedro,Morales,Pedro Morales,VAN,2015,1515,A,43,16,24.58533003,0.348837209,6,4.928286386,0.283744457,1.071713614,46,16.73025441,4,4.551731098,-0.551731098,9.480017484,0.114611311,0.098950676,0.024923572,-0.011994154
Alberth,Elis,Alberth Elis,HOU,2018,723,A,36,18,15.13560836,0.166666667,4,6.056677775,0.33178376,-2.056677775,13,13.7189542,3,3.374919205,-0.374919205,9.43159698,0.168241049,0.25960917,-0.057129938,-0.028839939
Juan,Agudelo,Juan Agudelo,NER,2017,1906,F,36,17,15.08477173,0.138888889,8,6.61902214,-0.259457087,1.38097786,27,22.34568851,1,2.781144534,-1.781144534,9.400166674,0.183861726,0.103005353,0.038360496,-0.065968316
Justin,Meram,Justin Meram,CLB,2015,2297,A,75,26,22.9188841,0.146666667,6,5.432411626,-1.709849354,0.567588374,35,21.09537214,3,3.93154497,-0.93154497,9.363956596,0.072432155,0.112329856,0.007567845,-0.026615571
Carlos,Rivas,Carlos Rivas,ORL,2017,2077,F,76,19,27.6267825,0.289473684,5,4.942913612,-0.540133011,0.057086388,29,14.9263047,2,4.407927296,-2.407927296,9.350840908,0.065038337,0.151997493,0.000751137,-0.083031976
Carlos,Rivas,Carlos Rivas,ORL,2015,1481,A,63,16,26.73097724,0.222222222,0,5.78772676,-3.638742084,-5.78772676,21,15.26233562,4,3.514520295,0.485479705,9.302247055,0.091868679,0.167358109,-0.091868679,0.023118081
Andreas,Ivanschitz,Andreas Ivanschitz,SEA,2016,1952,A,36,12,21.6765555,0.277777778,3,3.071592929,-0.859296647,-0.071592929,56,13.06147173,7,6.226953433,0.773046567,9.298546362,0.085322026,0.111195597,-0.001988692,0.013804403
Mike,Grella,Mike Grella,NYRB,2016,2542,A,40,21,16.95892229,0.25,7,4.964338572,2.413618174,2.035661428,32,17.36306356,5,4.274968587,0.725031413,9.239307159,0.124108464,0.133592768,0.050891536,0.022657232
Kevin,Doyle,Kevin Doyle,COL,2017,2082,F,54,18,17.771728,0.185185185,5,6.784323677,-0.732558556,-1.784323677,23,20.33457367,3,2.419341774,0.580658226,9.203665451,0.125635624,0.105188773,-0.033043031,0.02524601
Pedro,Morales,Pedro Morales,VAN,2016,2163,M,51,24,27.13029996,0.450980392,9,6.631152745,1.905771722,2.368847255,33,22.13859148,4,2.572289603,1.427710397,9.203442348,0.130022603,0.07794817,0.046447985,0.043263951
Shea,Salinas,Shea Salinas,SJE,2015,2745,M,36,10,20.93224529,0.25,3,3.14314437,-1.397387768,-0.14314437,46,15.58979264,4,6.034954506,-2.034954506,9.178098877,0.087309566,0.131194663,-0.003976233,-0.044238141
Chris,Tierney,Chris Tierney,NER,2015,2754,B,25,13,25.15812669,0.36,2,1.653098822,1.34116932,0.346901178,58,15.17815532,3,7.509112286,-4.509112286,9.162211108,0.066123953,0.129467453,0.013876047,-0.077743315
Krisztian,Nemeth,Krisztian Nemeth,SKC,2015,2138,F,58,20,20.24509948,0.189655172,10,6.697552075,0.459071267,3.302447925,19,20.013999,6,2.440862621,3.559137379,9.138414696,0.115475036,0.128466454,0.056938757,0.18732302
Harry,Shipp,Harry Shipp,CHI,2015,2702,M,53,19,23.68098526,0.226415094,3,3.537247271,0.495631933,-0.537247271,55,17.71105368,6,5.583447893,0.416552107,9.120695164,0.066740515,0.101517234,-0.010136741,0.007573675
Blerim,Dzemaili,Blerim Dzemaili,MTL,2017,2035,M,67,18,25.84546551,0.343283582,7,4.549862781,-1.101293154,2.450137219,41,20.00613413,10,4.544605318,5.455394682,9.094468098,0.0679084,0.110844032,0.036569212,0.133058407
Dillon,Powers,Dillon Powers,COL,2015,2317,A,43,16,22.03632374,0.325581395,3,4.247621642,-1.806702799,-1.247621642,44,20.08062552,5,4.840471451,0.159528549,9.088093093,0.098781899,0.110010715,-0.029014457,0.003625649
Patrick,Nyarko,Patrick Nyarko,DCU,2016,1902,M,23,6,14.55394737,0.434782609,4,4.678137031,-1.756020576,-0.678137031,34,19.23739733,4,4.374499935,-0.374499935,9.052636966,0.203397262,0.128661763,-0.029484219,-0.011014704
Michael,Barrios,Michael Barrios,FCD,2016,2535,A,49,24,22.22890675,0.183673469,9,4.381467265,2.469799431,4.618532735,53,21.25710376,2,4.669766117,-2.669766117,9.051233382,0.089417699,0.088108795,0.09425577,-0.050372946
Giles,Barnes,Giles Barnes,HOU,2015,2601,A,75,22,23.50010471,0.213333333,7,6.751125406,-0.751823462,0.248874594,19,18.26876634,3,2.285483021,0.714516979,9.036608427,0.090015005,0.12028858,0.003318328,0.037606157
Jefferson,Savarino,Jefferson Savarino,RSL,2017,1730,A,57,25,22.83434848,0.175438596,6,4.591726783,1.490543323,1.408273217,34,21.61113945,5,4.412924045,0.587075955,9.004650828,0.08055661,0.129791884,0.024706548,0.01726694
Jozy,Altidore,Jozy Altidore,TOR,2016,1570,F,43,21,16.2544028,0.255813953,10,6.610111128,1.632827214,3.389888872,21,20.82589479,3,2.361263676,0.638736324,8.971374804,0.153723515,0.112441127,0.078834625,0.030416015
Alex,Muyl,Alex Muyl,NYRB,2017,2068,A,35,13,16.20941711,0.142857143,3,4.974414478,-0.806991596,-1.974414478,19,15.65242635,3,3.972135147,-0.972135147,8.946549625,0.142126128,0.209059745,-0.056411842,-0.051165008
Teal,Bunbury,Teal Bunbury,NER,2017,1391,A,45,22,18.17961252,0.266666667,7,6.736865778,0.621360292,0.263134222,14,21.13819408,1,2.160598842,-1.160598842,8.89746462,0.149708128,0.154328489,0.005847427,-0.082899917
Felipe,Felipe,Felipe,NYRB,2015,3060,M,56,12,24.34022513,0.303571429,3,4.221677839,-1.186912023,-1.221677839,59,18.12522814,2,4.629160534,-2.629160534,8.850838373,0.075387104,0.078460348,-0.021815676,-0.044562043
Jordan,Morris,Jordan Morris,SEA,2017,1849,F,33,14,16.41144253,0.060606061,3,5.825069275,-1.805299342,-2.825069275,23,20.11362753,2,2.987607721,-0.987607721,8.812676996,0.176517251,0.129895988,-0.08560816,-0.042939466
Javier,Morales,Javier Morales,RSL,2016,2321,M,38,13,23.14886642,0.394736842,4,4.323519952,-0.124687171,-0.323519952,72,19.79491454,3,4.461689902,-1.461689902,8.785209854,0.113776841,0.061967915,-0.008513683,-0.020301249
Will,Bruin,Will Bruin,HOU,2016,1660,F,59,22,16.69722484,0.203389831,4,6.748305183,-0.151238752,-2.748305183,20,20.70763164,2,1.985994749,0.014005251,8.734299932,0.114378054,0.099299737,-0.046581444,0.000700263
Ethan,Finlay,Ethan Finlay,"CLB, MIN",2017,2390,A,38,11,17.92735313,0.289473684,4,5.64006219,-0.005680444,-1.64006219,22,15.94365637,3,3.057370779,-0.057370779,8.697432969,0.148422689,0.138971399,-0.043159531,-0.002607763
Alex,Alex,Alex,HOU,2017,2412,M,40,14,23.50052899,0.15,2,2.82421152,0.35983307,-0.82421152,53,17.63011975,7,5.660414145,1.339585855,8.484625664,0.070605288,0.106800267,-0.020605288,0.025275205
Alvaro,Saborio,Alvaro Saborio,"RSL, DCU",2015,1948,F,54,28,15.61700923,0.259259259,7,7.293738719,2.568611582,-0.293738719,13,22.2678786,0,1.166579061,-1.166579061,8.46031778,0.135069236,0.089736851,-0.005439606,-0.089736851
Matteo,Mancosu,Matteo Mancosu,MTL,2017,1843,F,49,20,16.50849797,0.142857143,6,7.653525891,1.196821196,-1.653525891,12,23.69175811,1,0.801535105,0.198464895,8.455060996,0.156194406,0.066794592,-0.033745426,0.016538741
Roland,Alberg,Roland Alberg,PHI,2016,1243,A,46,16,21.93986759,0.369565217,9,6.613388303,0.448250267,2.386611697,22,17.31927916,1,1.826359956,-0.826359956,8.439748259,0.143769311,0.083016362,0.051882863,-0.037561816
Chris,Pontius,Chris Pontius,PHI,2017,2322,A,42,17,18.83935545,0.238095238,2,4.113692784,-0.069840543,-2.113692784,31,18.70848299,6,4.287231769,1.712768231,8.400924553,0.097945066,0.138297799,-0.050326019,0.055250588
Arturo,Alvarez,Arturo Alvarez,CHI,2016,1995,A,39,9,21.16693176,0.307692308,5,3.567829311,-0.142866421,1.432170689,41,17.46625904,9,4.804677971,4.195322029,8.372507281,0.091482803,0.117187268,0.036722325,0.102324928
Dominic,Oduro,Dominic Oduro,MTL,2015,1780,F,50,20,17.47540308,0.26,8,7.574190144,-0.473152828,0.425809856,11,23.52969643,0,0.789735854,-0.789735854,8.363925998,0.151483803,0.071794169,0.008516197,-0.071794169
Juan,Manuel Martinez,Juan Manuel Martinez,RSL,2016,2640,F,47,15,17.72441747,0.29787234,7,5.162669472,-1.444419166,1.837330528,27,21.51467246,1,3.148807148,-2.148807148,8.311476621,0.109844031,0.116622487,0.039092139,-0.07958545
Michael,de Leeuw,Michael de Leeuw,CHI,2017,2286,A,38,13,16.17056901,0.184210526,3,4.498465753,-0.261750964,-1.498465753,25,17.99360175,7,3.777866056,3.222133944,8.276331809,0.118380678,0.151114642,-0.039433309,0.128885358
Christian,Bolanos,Christian Bolanos,VAN,2016,2241,A,33,13,21.37135585,0.303030303,5,3.407871464,1.117187126,1.592128536,46,16.33148483,7,4.814184619,2.185815381,8.222056083,0.103268832,0.104656187,0.048246319,0.047517726
Teal,Bunbury,Teal Bunbury,NER,2016,1727,A,49,9,18.46012528,0.102040816,2,5.780707252,-2.746270243,-3.780707252,19,17.25869314,2,2.367372764,-0.367372764,8.148080016,0.117973617,0.124598567,-0.077157291,-0.019335409
Julian,Gressel,Julian Gressel,ATL,2017,2132,A,35,9,24.1880345,0.2,5,3.182293318,0.949201184,1.817706682,35,17.045957,9,4.946926673,4.053073327,8.129219991,0.090922666,0.141340762,0.051934477,0.115802095
Devon,Sandoval,Devon Sandoval,RSL,2015,1726,F,28,11,13.55111168,0.214285714,4,6.461430928,-1.157805403,-2.461430928,14,20.61563286,2,1.600842327,0.399157673,8.062273255,0.23076539,0.11434588,-0.087908247,0.028511262
Luis,Solignac,Luis Solignac,"COL, CHI",2016,2273,F,49,21,18.75980775,0.224489796,5,6.075502733,0.63094055,-1.075502733,27,24.12575999,0,1.970981352,-1.970981352,8.046484084,0.123989852,0.072999309,-0.021949035,-0.072999309
Graham,Zusi,Graham Zusi,SKC,2015,2079,F,28,5,21.27882343,0.321428571,2,2.916872236,-1.355917528,-0.916872236,57,16.94434392,3,5.12682407,-2.12682407,8.043696306,0.104174008,0.089944282,-0.032745437,-0.037312703
Frank,Lampard,Frank Lampard,NYC,2016,1342,M,33,21,15.44536971,0.181818182,12,6.666451082,3.613773597,5.333548918,20,22.40921241,2,1.355167626,0.644832374,8.021618708,0.202013669,0.067758381,0.161622694,0.032241619
Latif,Blessing,Latif Blessing,SKC,2017,1521,F,38,15,15.3919582,0.157894737,3,6.758040909,-0.283422685,-3.758040909,21,25.57968848,1,1.253513943,-0.253513943,8.011554852,0.177843182,0.05969114,-0.098895813,-0.012072093
Diego,Fagundez,Diego Fagundez,NER,2015,1847,A,44,17,21.53548469,0.272727273,6,4.251328107,0.410303701,1.748671893,29,20.73078062,2,3.744497397,-1.744497397,7.995825504,0.096621093,0.1291206,0.039742543,-0.060155083
Gyasi,Zardes,Gyasi Zardes,CLB,2018,922,F,29,10,15.06880311,0.310344828,5,6.029218882,-1.834313647,-1.029218882,10,19.47351125,0,1.91039705,-1.91039705,7.939615932,0.207904099,0.191039705,-0.035490306,-0.191039705
Joevin,Jones,Joevin Jones,SEA,2017,2560,B,27,6,23.44317438,0.444444444,1,2.688294545,-1.415836699,-1.688294545,37,17.7864057,9,5.209003836,3.790996164,7.897298381,0.099566465,0.140783887,-0.062529428,0.102459356
Thomas,McNamara,Thomas McNamara,NYC,2016,2291,F,40,18,20.72718814,0.225,5,3.915389811,1.31853205,1.084610189,35,20.9951165,9,3.961477375,5.038522625,7.876867186,0.097884745,0.113185068,0.027115255,0.143957789
Fernando,Aristeguieta,Fernando Aristeguieta,PHI,2015,1326,F,50,19,16.37019224,0.08,5,5.861020191,-0.132777719,-0.861020191,17,21.62572947,1,1.966680401,-0.966680401,7.827700592,0.117220404,0.115687082,-0.017220404,-0.056863553
David,Guzman,David Guzman,POR,2017,2162,M,42,8,28.63257079,0.547619048,1,3.385786357,-2.121526971,-2.385786357,45,16.05868677,6,4.374462651,1.625537349,7.760249007,0.080613961,0.097210281,-0.056804437,0.036123052
Gonzalo,Veron,Gonzalo Veron,NYRB,2017,899,A,28,13,14.89804509,0.214285714,6,6.468326602,0.095425494,-0.468326602,8,19.62575498,1,1.262602396,-0.262602396,7.730928999,0.231011664,0.1578253,-0.01672595,-0.0328253
Oscar,Boniek Garcia,Oscar Boniek Garcia,HOU,2016,2381,A,25,4,21.54365983,0.28,0,2.123539952,-1.463502473,-2.123539952,63,19.46223907,8,5.598576976,2.401423024,7.722116928,0.084941598,0.088866301,-0.084941598,0.038117826
Diego,Rubio,Diego Rubio,SKC,2017,1093,F,38,13,16.70408319,0.263157895,6,5.665900168,-0.398710725,0.334099832,17,22.4298327,2,2.042411765,-0.042411765,7.708311933,0.149102636,0.120141869,0.008792101,-0.00249481
Fabrice-Jean,Picault,Fabrice-Jean Picault,PHI,2017,1974,A,45,21,17.60655,0.177777778,7,4.787775916,0.403780621,2.212224084,18,15.87156181,3,2.893546059,0.106453941,7.681321974,0.10639502,0.160752559,0.049160535,0.005914108
Lamar,Neagle,Lamar Neagle,SEA,2015,2118,M,40,20,17.54632233,0.125,4,5.870898308,-0.088052772,-1.870898308,11,18.54875726,2,1.761561088,0.238438912,7.632459396,0.146772458,0.160141917,-0.046772458,0.021676265
Josef,Martinez,Josef Martinez,ATL,2018,813,F,20,13,11.45236069,0.3,7,6.865851859,0.500408248,0.134148141,5,20.33798684,1,0.751258609,0.248741391,7.617110468,0.343292593,0.150251722,0.006707407,0.049748278
Gyasi,Zardes,Gyasi Zardes,LAG,2016,1704,F,24,15,16.59422061,0.125,6,4.012151401,0.596513621,1.987848599,28,21.24491096,5,3.570931004,1.429068996,7.583082405,0.167172975,0.12753325,0.082827025,0.051038178
Tesho,Akindele,Tesho Akindele,FCD,2017,1619,A,22,11,13.89410201,0.045454545,4,4.789890267,-0.830204881,-0.789890267,30,22.77380459,0,2.743663903,-2.743663903,7.53355417,0.217722285,0.091455463,-0.035904103,-0.091455463
Cristian,Techera,Cristian Techera,VAN,2015,1647,A,38,18,22.54054164,0.263157895,7,4.629273744,1.711011967,2.370726256,29,17.00701765,4,2.831706546,1.168293454,7.46098029,0.121822993,0.097645053,0.062387533,0.040285981
Ricardo,Clark,Ricardo Clark,HOU,2015,2698,M,59,20,20.3371681,0.237288136,8,6.602424599,-0.042204593,1.397575401,10,22.96947237,1,0.85186025,0.14813975,7.454284848,0.111905502,0.085186025,0.023687719,0.014813975
Sebastian,Lletget,Sebastian Lletget,LAG,2016,2168,M,29,8,20.84752665,0.206896552,1,3.550315157,-1.024070237,-2.550315157,27,16.3192698,4,3.899307511,0.100692489,7.449622668,0.122424661,0.144418797,-0.087941902,0.003729351
